docid,source,sourcetype,target,targettype,type
3,Graph-Based Retrieval-Augmented Generation (Graphrag),Topic,Yi Chang,Author,AUTHORED
3,Graph-Based Retrieval-Augmented Generation (Graphrag),Topic,Xiao Huang,Author,AUTHORED
3,Graph-Based Retrieval-Augmented Generation (Graphrag),Topic,Https://Github.Com/Deep-Polyu/Awesome-Graphrag,Topic,COVERS
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Hairong Zhang,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Jiaheng Si,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Guohang Yan,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Boyuan Qi,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Pinlong Cai,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Song Mao,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Ding Wang,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Botian Shi,Author,AUTHORED
4,Document-Level Retrieval Augmented Knowledge Graph Construction,Paper,Mine Dataset,Topic,INCLUDES
5,Gfm-Rag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
5,Gfm-Rag,Topic,Graphrag,Topic,RELATED_TO
5,Gfm-Rag,Topic,Linhao Luo,Author,AUTHORED
5,Gfm-Rag,Topic,Zicheng Zhao,Author,AUTHORED
5,Gfm-Rag,Topic,Gholamreza Haffari,Author,AUTHORED
5,Gfm-Rag,Topic,Dinh Phung,Author,AUTHORED
5,Gfm-Rag,Topic,Chen Gong,Author,AUTHORED
5,Gfm-Rag,Topic,Shirui Pan,Author,AUTHORED
6,Retrieval-Augmented Generation (Rag),Topic,Query-Focused Summarization (Qfs),Topic,RELATED_TO
6,Graphrag,Topic,Query-Focused Summarization (Qfs),Topic,RELATED_TO
6,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,Query-Focused Summarization (Qfs),Topic,RELATED_TO
6,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,Context-Aware Entity Expansion,Topic,INCLUDES
6,Context-Aware Fine-Grained Graph Rag (Fg-Rag),Topic,Query-Level Fine-Grained Summarization,Topic,INCLUDES
6,Yubin Hong,Author,Https://Github.Com/Buptwululu/Fg-Rag,Paper,AUTHORED
6,Chaofan Li,Author,Https://Github.Com/Buptwululu/Fg-Rag,Paper,AUTHORED
6,Jingyi Zhang,Author,Https://Github.Com/Buptwululu/Fg-Rag,Paper,AUTHORED
6,Yingxia Shao,Author,Https://Github.Com/Buptwululu/Fg-Rag,Paper,AUTHORED
7,Graphraft,Topic,Knowledge Graphs,Topic,COVERS
7,Graphrag,Topic,Knowledge Graphs,Topic,RELATED_TO
7,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
7,Graphraft,Topic,Alfred Clemedtson,Author,AUTHORED
7,Graphraft,Topic,Borun Shi,Author,AUTHORED
8,Graphrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
8,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
8,Graphrag,Topic,Graph-Based Indexing,Topic,INCLUDES
8,Graphrag,Topic,Graph-Guided Retrieval,Topic,INCLUDES
8,Graphrag,Topic,Graph-Enhanced Generation,Topic,INCLUDES
8,Graphrag-Survey,Paper,Boci Peng,Author,AUTHORED
8,Graphrag-Survey,Paper,Yun Zhu,Author,AUTHORED
8,Graphrag-Survey,Paper,Yongchao Liu,Author,AUTHORED
8,Graphrag-Survey,Paper,Xiaohe Bo,Author,AUTHORED
8,Graphrag-Survey,Paper,Haizhou Shi,Author,AUTHORED
8,Graphrag-Survey,Paper,Chuntao Hong,Author,AUTHORED
8,Graphrag-Survey,Paper,Yan Zhang,Author,AUTHORED
8,Graphrag-Survey,Paper,Siliang Tang,Author,AUTHORED
9,Retrieval-Augmented Generation (Rag),Topic,Graphrag,Topic,RELATED_TO
9,Graphrag,Topic,Haoyu Han,Author,AUTHORED
9,Graphrag,Topic,Yu Wang,Author,AUTHORED
9,Graphrag,Topic,Harry Shomer,Author,AUTHORED
9,Graphrag,Topic,Kai Guo,Author,AUTHORED
9,Graphrag,Topic,Jiayuan Ding,Author,AUTHORED
9,Graphrag,Topic,Yongjia Lei,Author,AUTHORED
9,Graphrag,Topic,Mahantesh Halappanavar,Author,AUTHORED
9,Graphrag,Topic,Ryan A. Rossi,Author,AUTHORED
9,Graphrag,Topic,Subhabrata Mukherjee,Author,AUTHORED
9,Graphrag,Topic,Xianfeng Tang,Author,AUTHORED
9,Graphrag,Topic,Qi He,Author,AUTHORED
9,Graphrag,Topic,Zhigang Hua,Author,AUTHORED
9,Graphrag,Topic,Bo Long,Author,AUTHORED
9,Graphrag,Topic,Tong Zhao,Author,AUTHORED
9,Graphrag,Topic,Neil Shah,Author,AUTHORED
9,Graphrag,Topic,Amin Javari,Author,AUTHORED
9,Graphrag,Topic,Yinglong Xia,Author,AUTHORED
9,Graphrag,Topic,Jiliang Tang,Author,AUTHORED
10,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
10,Graphrag,Topic,Reasoning Accuracy,Topic,RELATED_TO
10,Graphrag,Topic,Contextual Relevance,Topic,RELATED_TO
10,Graphrag,Topic,Databases,Topic,RELATED_TO
10,Graphrag,Topic,Natural Language Processing,Topic,RELATED_TO
10,Lego-Graphrag,Topic,Modular Workflow Analysis,Topic,INCLUDES
10,Lego-Graphrag,Topic,Systematic Solution Frameworks,Topic,INCLUDES
10,Lego-Graphrag,Topic,Empirical Studies,Topic,INCLUDES
10,Lego-Graphrag,Topic,Reasoning Quality,Topic,RELATED_TO
10,Lego-Graphrag,Topic,Runtime Efficiency,Topic,RELATED_TO
10,Lego-Graphrag,Topic,Token Or Gpu Cost,Topic,RELATED_TO
10,Lego-Graphrag,Topic,Advanced Graphrag Systems,Topic,RELATED_TO
10,Yukun Cao,Author,Lego-Graphrag,Topic,AUTHORED
10,Zengyi Gao,Author,Lego-Graphrag,Topic,AUTHORED
10,Zhiyang Li,Author,Lego-Graphrag,Topic,AUTHORED
10,Xike Xie,Author,Lego-Graphrag,Topic,AUTHORED
10,Kevin Zhou,Author,Lego-Graphrag,Topic,AUTHORED
10,Jianliang Xu,Author,Lego-Graphrag,Topic,AUTHORED
11,Graph Retrieval-Augmented Generation (Graphrag),Topic,Large Language Models (Llms),Topic,RELATED_TO
11,Graph Retrieval-Augmented Generation (Graphrag),Topic,Knowledge Graphs (Kgs),Topic,RELATED_TO
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Knowledge Graphs (Kgs),Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Large Language Models (Llms),Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Weatherqa-Irish,Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Weatherqa-Sydney,Topic,INCLUDES
11,Knowledge Graph-Based Iterative Retrieval-Augmented Generation (Kg-Irag),Paper,Trafficqa-Tfnsw,Topic,INCLUDES
12,Knowledge Graphs,Topic,Graphrags,Topic,COVERS
12,Graphrags,Topic,Retrieval-Augmented Generative Systems,Topic,RELATED_TO
12,Gpt-4,Author,High-Quality Kgs,Topic,AUTHORED
12,Llama 2 (13B),Author,Domain-Specific Graphs,Topic,AUTHORED
12,Bert,Author,Entity-Relationship Modeling,Topic,AUTHORED
12,Ahan Bhatt,Author,"Generating Knowledge Graphs From Large Language Models: A Comparative Study Of Gpt-4, Llama 2, And Bert",Paper,AUTHORED
12,Nandan Vaghela,Author,"Generating Knowledge Graphs From Large Language Models: A Comparative Study Of Gpt-4, Llama 2, And Bert",Paper,AUTHORED
12,Kush Dudhia,Author,"Generating Knowledge Graphs From Large Language Models: A Comparative Study Of Gpt-4, Llama 2, And Bert",Paper,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Yang Xiong,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Ruichen Zhang,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Yinqiu Liu,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Dusit Niyato,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Zehui Xiong,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Ying-Chang Liang,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Shiwen Mao,Author,AUTHORED
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Retrieval Augmented Generation,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Large Language Models,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Knowledge Graphs,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Intent-Driven Networks,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Spectrum Knowledge Maps,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Graphrag,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Channel Gain Prediction,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Network Optimizations,Topic,INCLUDES
13,When Graph Meets Retrieval Augmented Generation For Wireless Networks: A Tutorial And Case Study,Paper,Networking Applications,Topic,INCLUDES
14,Hypergraphrag,Topic,Retrieval-Augmented Generation,Topic,COVERS
14,Hypergraphrag,Topic,Graphrag,Topic,COVERS
14,Hypergraphrag,Topic,Medicine,Topic,RELATED_TO
14,Hypergraphrag,Topic,Agriculture,Topic,RELATED_TO
14,Hypergraphrag,Topic,Computer Science,Topic,RELATED_TO
14,Hypergraphrag,Topic,Law,Topic,RELATED_TO
14,Haoran Luo,Author,Hypergraphrag,Topic,AUTHORED
14,Haihong E,Author,Hypergraphrag,Topic,AUTHORED
14,Guanting Chen,Author,Hypergraphrag,Topic,AUTHORED
14,Yandan Zheng,Author,Hypergraphrag,Topic,AUTHORED
14,Xiaobao Wu,Author,Hypergraphrag,Topic,AUTHORED
14,Yikai Guo,Author,Hypergraphrag,Topic,AUTHORED
14,Qika Lin,Author,Hypergraphrag,Topic,AUTHORED
14,Yu Feng,Author,Hypergraphrag,Topic,AUTHORED
14,Zemin Kuang,Author,Hypergraphrag,Topic,AUTHORED
14,Meina Song,Author,Hypergraphrag,Topic,AUTHORED
14,Yifan Zhu,Author,Hypergraphrag,Topic,AUTHORED
14,Luu Anh Tuan,Author,Hypergraphrag,Topic,AUTHORED
15,Gtr: Graph-Table-Rag For Cross-Table Question Answering,Paper,Mutlitableqa,Topic,INCLUDES
16,Retrieval-Augmented Generation,Topic,Large Language Models,Topic,RELATED_TO
16,Graphrag,Topic,Question-Focused Summarization,Topic,COVERS
16,Darren Edge,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Ha Trinh,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Newman Cheng,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Joshua Bradley,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Alex Chao,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Apurva Mody,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Steven Truitt,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Dasha Metropolitansky,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Robert Osazuwa Ness,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
16,Jonathan Larson,Author,From Local To Global: A Graph Rag Approach To Query-Focused Summarization,Paper,AUTHORED
17,Fastrag,Topic,Large Language Models,Topic,RELATED_TO
17,Fastrag,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
17,Fastrag,Topic,Vectorrag,Topic,RELATED_TO
17,Fastrag,Topic,Graphrag,Topic,RELATED_TO
17,Fastrag,Topic,Amar Abane,Author,AUTHORED
17,Fastrag,Topic,Anis Bekri,Author,AUTHORED
17,Fastrag,Topic,Abdella Battou,Author,AUTHORED
18,Noderag,Topic,Retrieval-Augmented Generation,Topic,COVERS
18,Noderag,Topic,Graphrag,Topic,RELATED_TO
18,Noderag,Topic,Lightrag,Topic,RELATED_TO
18,Noderag,Topic,Tianyang Xu,Author,AUTHORED
18,Noderag,Topic,Haojie Zheng,Author,AUTHORED
18,Noderag,Topic,Chengze Li,Author,AUTHORED
18,Noderag,Topic,Haoxiang Chen,Author,AUTHORED
18,Noderag,Topic,Yixin Liu,Author,AUTHORED
18,Noderag,Topic,Ruoxi Chen,Author,AUTHORED
18,Noderag,Topic,Lichao Sun,Author,AUTHORED
19,Graphrag,Topic,Large Language Models,Topic,RELATED_TO
19,Graphrag,Topic,External Knowledge Graphs,Topic,RELATED_TO
19,Polyg,Paper,Sota Graphrag Methods,Topic,RELATED_TO
19,Polyg,Paper,Four-Class Taxonomy,Topic,RELATED_TO
19,Polyg,Paper,Query Planner,Topic,RELATED_TO
19,Polyg,Paper,Execution Engine,Topic,RELATED_TO
20,Structured-Graphrag,Topic,Soccer Data,Topic,COVERS
20,Structured-Graphrag,Topic,Zahra Sepasdar,Author,AUTHORED
20,Structured-Graphrag,Topic,Sushant Gautam,Author,AUTHORED
20,Structured-Graphrag,Topic,Cise Midoglu,Author,AUTHORED
20,Structured-Graphrag,Topic,Michael A. Riegler,Author,AUTHORED
20,Structured-Graphrag,Topic,Pål Halvorsen,Author,AUTHORED
21,Ket-Rag,Topic,Graph-Rag,Topic,RELATED_TO
21,Ket-Rag,Topic,Biomedicine,Topic,RELATED_TO
21,Ket-Rag,Topic,Law,Topic,RELATED_TO
21,Ket-Rag,Topic,Political Science,Topic,RELATED_TO
21,Ket-Rag,Topic,Yiqian Huang,Author,AUTHORED
21,Ket-Rag,Topic,Shiqi Zhang,Author,AUTHORED
21,Ket-Rag,Topic,Xiaokui Xiao,Author,AUTHORED
22,Hybridrag,Topic,Knowledge Graphs,Topic,INCLUDES
22,Hybridrag,Topic,Vectorrag,Topic,INCLUDES
22,Hybridrag,Topic,Q&A Systems,Topic,RELATED_TO
22,Hybridrag,Topic,Financial Documents,Topic,RELATED_TO
22,Bhaskarjit Sarmah,Author,Hybridrag,Topic,AUTHORED
22,Benika Hall,Author,Hybridrag,Topic,AUTHORED
22,Rohan Rao,Author,Hybridrag,Topic,AUTHORED
22,Sunil Patel,Author,Hybridrag,Topic,AUTHORED
22,Stefano Pasquali,Author,Hybridrag,Topic,AUTHORED
22,Dhagash Mehta,Author,Hybridrag,Topic,AUTHORED
22,Earnings Call Transcripts,Topic,Experiments,Topic,RELATED_TO
22,Hybridrag,Topic,Retrieval Accuracy,Topic,RELATED_TO
22,Hybridrag,Topic,Answer Generation,Topic,RELATED_TO
23,Huixiangdou2,Paper,Huanjun Kong,Author,AUTHORED
23,Huixiangdou2,Paper,Zhefan Wang,Author,AUTHORED
23,Huixiangdou2,Paper,Chenyang Wang,Author,AUTHORED
23,Huixiangdou2,Paper,Zhe Ma,Author,AUTHORED
23,Huixiangdou2,Paper,Nanqing Dong,Author,AUTHORED
23,Huixiangdou2,Paper,Graphrag,Topic,COVERS
23,Huixiangdou2,Paper,Large Language Models,Topic,COVERS
23,Huixiangdou2,Paper,Dual-Level Retrieval,Topic,COVERS
23,Huixiangdou2,Paper,Logic-Based Retrieval,Topic,COVERS
23,Huixiangdou2,Paper,Fuzzy Matching,Topic,COVERS
23,Huixiangdou2,Paper,Structured Reasoning,Topic,COVERS
23,Huixiangdou2,Paper,Multi-Stage Verification Mechanism,Topic,COVERS
23,Huixiangdou2,Paper,Adaptive Retrieval,Topic,COVERS
24,Medgraphrag,Topic,Large Language Model,Topic,RELATED_TO
24,Medgraphrag,Topic,Graphrag,Topic,RELATED_TO
24,Medgraphrag,Topic,Triple Graph Construction,Topic,INCLUDES
24,Medgraphrag,Topic,U-Retrieval,Topic,INCLUDES
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Junde Wu,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Jiayuan Zhu,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Yunli Qi,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Jingkun Chen,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Min Xu,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Filippo Menolascina,Author,AUTHORED
24,Https://Github.Com/Medicinetoken/Medical-Graph-Rag,Paper,Vicente Grau,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Yuxin Dong,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Shuo Wang,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Hongye Zheng,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Jiajing Chen,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Zhenhong Zhang,Author,AUTHORED
25,Advanced Rag Models With Graph Structures: Optimizing Complex Knowledge Reasoning And Text Generation,Paper,Chihang Wang,Author,AUTHORED
25,Retrieval-Augmented Generation Model,Topic,Graph Neural Network,Topic,RELATED_TO
25,Retrieval-Augmented Generation Model,Topic,Natural Questions Dataset,Topic,RELATED_TO
25,Retrieval-Augmented Generation Model,Topic,Knowledge Consistency,Topic,RELATED_TO
25,Retrieval-Augmented Generation Model,Topic,Reasoning Ability,Topic,RELATED_TO
25,Retrieval-Augmented Generation Model,Topic,Complex Knowledge Reasoning Tasks,Topic,RELATED_TO
25,Graph Neural Network,Topic,Graph Structure Data,Topic,RELATED_TO
25,Graph Neural Network,Topic,Multi-Dimensional Reasoning,Topic,RELATED_TO
25,Graph Neural Network,Topic,Complex Knowledge Background Information,Topic,RELATED_TO
25,Graph Neural Network,Topic,Practical Application Scenarios,Topic,RELATED_TO
26,Gnn-Rag,Paper,Knowledge Graphs,Topic,COVERS
26,Gnn-Rag,Paper,Question Answering Over Kgs,Topic,COVERS
26,Gnn-Rag,Paper,Large Language Models,Topic,COVERS
26,Gnn-Rag,Paper,Graph Neural Networks,Topic,COVERS
26,Gnn-Rag,Paper,Webqsp,Topic,RELATED_TO
26,Gnn-Rag,Paper,Cwq,Topic,RELATED_TO
26,Gnn-Rag,Paper,Gpt-4,Topic,RELATED_TO
27,Triple Context Restoration And Query-Driven Feedback,Topic,Knowledge Graph-Augmented Large Language Models,Topic,COVERS
27,Manzong Huang,Author,Triple Context Restoration And Query-Driven Feedback,Topic,AUTHORED
27,Chenyang Bu,Author,Triple Context Restoration And Query-Driven Feedback,Topic,AUTHORED
27,Yi He,Author,Triple Context Restoration And Query-Driven Feedback,Topic,AUTHORED
27,Xindong Wu,Author,Triple Context Restoration And Query-Driven Feedback,Topic,AUTHORED
27,Triple Context Restoration And Query-Driven Feedback,Topic,Graphrag,Topic,RELATED_TO
27,Triple Context Restoration And Query-Driven Feedback,Topic,Five Benchmark Question-Answering Datasets,Topic,INCLUDES
27,Triple Context Restoration And Query-Driven Feedback,Topic,29.1% Improvement In Exact Match,Topic,INCLUDES
27,Triple Context Restoration And Query-Driven Feedback,Topic,15.5% Improvement In F1,Topic,INCLUDES
28,Cdf-Rag,Topic,Retrieval-Augmented Generation,Topic,COVERS
28,Cdf-Rag,Topic,Elahe Khatibi,Author,AUTHORED
28,Cdf-Rag,Topic,Ziyu Wang,Author,AUTHORED
28,Cdf-Rag,Topic,Amir M. Rahmani,Author,AUTHORED
29,Rag-Kg-Il,Paper,Hong Qing Yu,Author,AUTHORED
29,Rag-Kg-Il,Paper,Frank Mcquade,Author,AUTHORED
29,Rag-Kg-Il,Paper,Large Language Models,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Retrieval-Augmented Generation,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Knowledge Graphs,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Incremental Learning,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Multi-Agent Architecture,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Hallucination,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Reasoning,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Health-Related Queries,Topic,INCLUDES
29,Rag-Kg-Il,Paper,Gpt-4O,Topic,RELATED_TO
29,Rag-Kg-Il,Paper,Rag-Only Baseline,Topic,RELATED_TO
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Hang Luo,Author,AUTHORED
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Jian Zhang,Author,AUTHORED
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Chujun Li,Author,AUTHORED
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Graph Retrieval-Augmented Generation,Topic,INCLUDES
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Knowledge Graphs,Topic,INCLUDES
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Causal Reasoning,Topic,INCLUDES
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Large Language Models,Topic,INCLUDES
30,Causal Graphs Meet Thoughts: Enhancing Complex Reasoning In Graph-Augmented Llms,Paper,Medical Question-Answering,Topic,INCLUDES
31,Drug Discovery,Topic,Public Health,Topic,COVERS
31,Target Identification,Topic,Protein-Protein Interactions,Topic,RELATED_TO
31,Large Language Models,Topic,Retrieval-Augmented Generation,Topic,RELATED_TO
31,User Study,Topic,Drug Discovery,Topic,INCLUDES
31,Grappi,Paper,Target Identification,Topic,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Naive Retrieval-Augmented Generation,Topic,RELATED_TO
32,Graph Retrieval-Augmented Generation,Topic,Yuntong Hu,Author,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Zhihan Lei,Author,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Zheng Zhang,Author,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Bo Pan,Author,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Chen Ling,Author,AUTHORED
32,Graph Retrieval-Augmented Generation,Topic,Liang Zhao,Author,AUTHORED
33,Graph-Based Approaches And Functionalities In Retrieval-Augmented Generation: A Comprehensive Survey,Paper,Zulun Zhu,Author,AUTHORED
