docid|source|sourcetype|target|targettype|type
5|Mihaela Van Der Schaar|Author|Align|Topic|AUTHORED
5|James Weatherall|Author|Align|Topic|AUTHORED
5|Adam Taylor|Author|Align|Topic|AUTHORED
6|Ross M. Kedl|Author|An Immunological Autobiography|Paper|AUTHORED
6|An Immunological Autobiography|Paper|Sars-Cov2 And Variants Of Concern|Topic|DISCUSSES
6|An Immunological Autobiography|Paper|Moderna Phase Iii Clinical Trial|Topic|DISCUSSES
6|An Immunological Autobiography|Paper|Longitudinal Evaluation Of T And B Cell Immunity|Topic|DISCUSSES
6|An Immunological Autobiography|Paper|Covid-19 Vaccine Trial|Topic|RELATED_TO
7|Sleep Monitoring Algorithm|Topic|Hao He|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Chao Li|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Wolfgang Ganglberger|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Kaileigh Gallagher|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Rumen Hristov|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Michail Ouroutzoglou|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Haoqi Sun|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Jimeng Sun|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Brandon Westover|Author|AUTHORED
7|Sleep Monitoring Algorithm|Topic|Dina Katabi|Author|AUTHORED
8|Vaccine Efficacy Estimands|Topic|Mats Stensrud|Author|AUTHORED
8|Vaccine Efficacy Estimands|Topic|Daniel Nevo|Author|AUTHORED
8|Vaccine Efficacy Estimands|Topic|Uri Obolski|Author|AUTHORED
8|Vaccine Efficacy Estimands|Topic|Influenza Vaccine Trial|Topic|RELATED_TO
9|Panacea|Topic|Trialalign|Topic|RELATED_TO
9|Panacea|Topic|Trialinstruct|Topic|RELATED_TO
9|Panacea|Topic|Trialpanorama|Topic|RELATED_TO
9|Jiacheng Lin|Author|Panacea|Topic|AUTHORED
9|Hanwen Xu|Author|Panacea|Topic|AUTHORED
9|Zifeng Wang|Author|Panacea|Topic|AUTHORED
9|Sheng Wang|Author|Panacea|Topic|AUTHORED
9|Jimeng Sun|Author|Panacea|Topic|AUTHORED
10|Immune Correlates Of Protection|Topic|Correlates Of Risk|Topic|RELATED_TO
10|Correlates Of Risk|Topic|Controlled Vaccine Efficacy Curve|Topic|RELATED_TO
10|Controlled Vaccine Efficacy Curve|Topic|Controlled-Risk Curve|Topic|RELATED_TO
10|Controlled Vaccine Efficacy Curve|Topic|50% Neutralizing Antibody Titer|Topic|RELATED_TO
10|50% Neutralizing Antibody Titer|Topic|Virologically Confirmed Dengue|Topic|RELATED_TO
10|Peter B. Gilbert|Author|Cyd14|Paper|AUTHORED
10|Youyi Fong|Author|Cyd14|Paper|AUTHORED
10|Marco Carone|Author|Cyd14|Paper|AUTHORED
10|Peter B. Gilbert|Author|Cyd15|Paper|AUTHORED
10|Youyi Fong|Author|Cyd15|Paper|AUTHORED
10|Marco Carone|Author|Cyd15|Paper|AUTHORED
11|Trial2Vec|Topic|Zifeng Wang|Author|AUTHORED
11|Trial2Vec|Topic|Jimeng Sun|Author|AUTHORED
11|Trial2Vec|Topic|Clinical Trials|Topic|DISCUSSES
11|Trial2Vec|Topic|Umls Knowledge Base|Topic|RELATED_TO
12|Clinical Trials|Topic|Drug Development|Topic|RELATED_TO
12|Trial Outcome Prediction|Topic|Spot|Paper|AUTHORED
12|Spot|Paper|Drug Development|Topic|DISCUSSES
13|Clinical Trial Outcome (Cto) Dataset|Paper|Chufan Gao|Author|AUTHORED
13|Clinical Trial Outcome (Cto) Dataset|Paper|Jathurshan Pradeepkumar|Author|AUTHORED
13|Clinical Trial Outcome (Cto) Dataset|Paper|Trisha Das|Author|AUTHORED
13|Clinical Trial Outcome (Cto) Dataset|Paper|Shivashankar Thati|Author|AUTHORED
13|Clinical Trial Outcome (Cto) Dataset|Paper|Jimeng Sun|Author|AUTHORED
13|Drug Discovery And Development|Topic|Clinical Trials|Topic|RELATED_TO
13|Clinical Trials|Topic|Clinical Trial Outcome (Cto) Dataset|Paper|DISCUSSES
14|Smoothed Probabilistic Parafac Model With Covariates (Spaco)|Paper|Matrix-Valued Time-Series Data Clustering|Topic|DISCUSSES
14|Smoothed Probabilistic Parafac Model With Covariates (Spaco)|Paper|Low-Dimensional Embedding|Topic|DISCUSSES
14|Smoothed Probabilistic Parafac Model With Covariates (Spaco)|Paper|Static Clinical Covariates|Topic|DISCUSSES
14|Smoothed Probabilistic Parafac Model With Covariates (Spaco)|Paper|High-Dimensional Longitudinal Features|Topic|DISCUSSES
14|Smoothed Probabilistic Parafac Model With Covariates (Spaco)|Paper|Sparse And Irregular Nature Of Sample Collection|Topic|DISCUSSES
15|World Health Organization|Topic|Hiv Treatment Monitoring|Topic|RELATED_TO
15|Hiv Treatment Monitoring|Topic|Viral Load Testing|Topic|RELATED_TO
15|Hiv Treatment Monitoring|Topic|Diagnostic Algorithm|Topic|RELATED_TO
15|Diagnostic Algorithm|Topic|Miriam Hospital Immunology Clinic|Topic|RELATED_TO
15|Tao Liu|Author|Diagnostic Algorithm|Topic|AUTHORED
15|Joseph W. Hogan|Author|Diagnostic Algorithm|Topic|AUTHORED
15|Lisa Wang|Author|Diagnostic Algorithm|Topic|AUTHORED
15|Shangxuan Zhang|Author|Diagnostic Algorithm|Topic|AUTHORED
15|Rami Kantor|Author|Diagnostic Algorithm|Topic|AUTHORED
16|Clinical Trials|Topic|Nlp|Topic|RELATED_TO
16|Nlp|Topic|Eligibility Classification|Topic|RELATED_TO
16|Eligibility Classification|Topic|Phase 3 Cancer Trials|Topic|RELATED_TO
16|Eligibility Classification|Topic|Phase 1 And 2 Cancer Trials|Topic|RELATED_TO
16|Eligibility Classification|Topic|Heart Disease Trials|Topic|RELATED_TO
16|Eligibility Classification|Topic|Type 2 Diabetes Trials|Topic|RELATED_TO
16|Eligibility Classification|Topic|Observational Trials|Topic|RELATED_TO
16|Yumeng Yang|Author|Annotated Eligibility Criteria Dataset|Topic|AUTHORED
16|Ashley Gilliam|Author|Annotated Eligibility Criteria Dataset|Topic|AUTHORED
16|Ethan B Ludmir|Author|Annotated Eligibility Criteria Dataset|Topic|AUTHORED
16|Kirk Roberts|Author|Annotated Eligibility Criteria Dataset|Topic|AUTHORED
17|Trialsynth|Topic|Chufan Gao|Author|AUTHORED
17|Trialsynth|Topic|Mandis Beigi|Author|AUTHORED
17|Trialsynth|Topic|Afrah Shafquat|Author|AUTHORED
17|Trialsynth|Topic|Jacob Aptekar|Author|AUTHORED
17|Trialsynth|Topic|Jimeng Sun|Author|AUTHORED
18|Ct-Bert|Topic|Natural Language Processing (Nlp) Of Clinical Trial Documents|Topic|RELATED_TO
18|Ct-Bert|Topic|Named Entity Recognition (Ner) Models|Topic|RELATED_TO
18|Ct-Bert|Topic|Clinical Trial Nlp|Topic|RELATED_TO
18|Ct-Bert|Topic|Attention-Based Bilstm|Topic|RELATED_TO
18|Ct-Bert|Topic|Criteria2Query|Topic|RELATED_TO
18|Xiong Liu|Author|Ct-Bert|Topic|AUTHORED
18|Greg L. Hersch|Author|Ct-Bert|Topic|AUTHORED
18|Iya Khalil|Author|Ct-Bert|Topic|AUTHORED
18|Murthy Devarakonda|Author|Ct-Bert|Topic|AUTHORED
19|Ctp-Llm|Topic|Clinical Trial Outcome Prediction (Ctop)|Topic|RELATED_TO
19|Ctp-Llm|Topic|Phasetransition Dataset|Topic|RELATED_TO
19|Michael Reinisch|Author|Ctp-Llm|Topic|AUTHORED
19|Jianfeng He|Author|Ctp-Llm|Topic|AUTHORED
19|Chenxi Liao|Author|Ctp-Llm|Topic|AUTHORED
19|Sauleh Ahmad Siddiqui|Author|Ctp-Llm|Topic|AUTHORED
19|Bei Xiao|Author|Ctp-Llm|Topic|AUTHORED
20|Machine Learning|Topic|Clinical Domain|Topic|RELATED_TO
20|Data Scarcity|Topic|Clinical Trials|Topic|RELATED_TO
20|Ethical Considerations|Topic|Clinical Trials|Topic|RELATED_TO
20|Clinical Trials|Topic|Privacy Regulations|Topic|RELATED_TO
20|Clinical Trials|Topic|High Costs|Topic|RELATED_TO
20|Clinical Trials|Topic|Extended Duration|Topic|RELATED_TO
20|Large Language Models|Topic|Synthetic Clinical Trials|Topic|RELATED_TO
20|Retrieval-Reasoning Few-Shot Framework|Topic|Synthetic Clinical Trials|Topic|RELATED_TO
20|Synthetic Clinical Trials|Topic|Binary Success/Failure Labels|Topic|RELATED_TO
20|Clinicaltrials.Gov|Topic|Synthetic Data|Topic|RELATED_TO
20|Pre-Trained Model|Topic|Binary Classifier|Topic|RELATED_TO
20|Synthetic Clinical Trials|Topic|Trial Outcome Prediction|Topic|RELATED_TO
20|Zerui Xu|Author|Https://Anonymous.4Open.Science/R/Retrieval_Reasoning_Clinical_Trial_Generation-3Ec4|Paper|AUTHORED
20|Fang Wu|Author|Https://Anonymous.4Open.Science/R/Retrieval_Reasoning_Clinical_Trial_Generation-3Ec4|Paper|AUTHORED
20|Yuanyuan Zhang|Author|Https://Anonymous.4Open.Science/R/Retrieval_Reasoning_Clinical_Trial_Generation-3Ec4|Paper|AUTHORED
20|Yue Zhao|Author|Https://Anonymous.4Open.Science/R/Retrieval_Reasoning_Clinical_Trial_Generation-3Ec4|Paper|AUTHORED
21|Clinical Trials|Topic|Drug Development|Topic|RELATED_TO
21|Drug Development|Topic|Phase I|Topic|RELATED_TO
21|Drug Development|Topic|Phase Ii|Topic|RELATED_TO
21|Drug Development|Topic|Phase Iii|Topic|RELATED_TO
21|Drug Development|Topic|Phase Iv|Topic|RELATED_TO
21|Drug Development|Topic|Challenges In Clinical Trials|Topic|RELATED_TO
21|Drug Development|Topic|Innovative Technologies|Topic|RELATED_TO
21|Drug Development|Topic|Emerging Therapies|Topic|RELATED_TO
21|Drug Development|Topic|Regulatory Reforms|Topic|RELATED_TO
21|Drug Development|Topic|Global Collaboration|Topic|RELATED_TO
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Tianyang Wang|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Ming Liu|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Benji Peng|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Xinyuan Song|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Charles Zhang|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Xintian Sun|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Qian Niu|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Junyu Liu|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Silin Chen|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Keyu Chen|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Ming Li|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Pohsun Feng|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Ziqian Bi|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Yunze Wang|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Yichao Zhang|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Cheng Fei|Author|AUTHORED
21|From Bench To Bedside: A Review Of Clinical Trials In Drug Discovery And Development|Paper|Lawrence Kq Yan|Author|AUTHORED
22|Bayesian Adaptive Designs|Topic|Clinical Trials|Topic|RELATED_TO
22|Covid-19 Pandemic|Topic|Clinical Trials|Topic|RELATED_TO
22|Shirin Golchi|Author|Designing Bayesian Adaptive Trials|Topic|AUTHORED
22|Designing Bayesian Adaptive Trials|Topic|Efficient Estimation And Uncertainty Quantification|Topic|RELATED_TO
22|Efficient Estimation And Uncertainty Quantification|Topic|Sampling Distribution Of Bayesian Probability Statements|Topic|RELATED_TO
22|Designing Bayesian Adaptive Trials|Topic|Ordinal Disease-Progression Scale Endpoint|Topic|RELATED_TO
22|Design Operating Characteristics|Topic|Bayesian Adaptive Designs|Topic|RELATED_TO
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Zifeng Wang|Author|AUTHORED
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Chufan Gao|Author|AUTHORED
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Lucas M. Glass|Author|AUTHORED
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Jimeng Sun|Author|AUTHORED
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Clinical Simulation|Topic|RELATED_TO
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Individualized Predictive Modeling|Topic|RELATED_TO
23|Artificial Intelligence For In Silico Clinical Trials: A Review|Paper|Computer-Aided Trial Design|Topic|RELATED_TO
24|Clinical Trial Outcome Prediction|Topic|Language Interaction Network (Lint)|Topic|RELATED_TO
24|Language Interaction Network (Lint)|Topic|Chufan Gao|Author|AUTHORED
24|Language Interaction Network (Lint)|Topic|Tianfan Fu|Author|AUTHORED
24|Language Interaction Network (Lint)|Topic|Jimeng Sun|Author|AUTHORED
24|Language Interaction Network (Lint)|Topic|Biologics|Topic|RELATED_TO
24|Language Interaction Network (Lint)|Topic|Small-Molecule Drugs|Topic|RELATED_TO
24|Language Interaction Network (Lint)|Topic|Roc-Auc Scores|Topic|RELATED_TO
24|Language Interaction Network (Lint)|Topic|Clinical Trials|Topic|RELATED_TO
24|Language Interaction Network (Lint)|Topic|Drug Portfolio|Topic|RELATED_TO
25|Rats|Topic|Random Dot Motion Task|Topic|RELATED_TO
25|Random Dot Motion Task|Topic|Stimulus Integration|Topic|DISCUSSES
25|Rats|Topic|Trial Difficulty|Topic|DISCUSSES
25|Rats|Topic|Reward-Related Parameters|Topic|DISCUSSES
25|Pamela Reinagel|Author|Rats|Topic|AUTHORED
25|Emily Mankin|Author|Rats|Topic|AUTHORED
25|Adam Calhoun|Author|Rats|Topic|AUTHORED
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Yanxun Xu|Author|AUTHORED
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Yuan Ji|Author|AUTHORED
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Bayesian Trial Monitoring Scheme|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Latent Gaussian Process|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Clinical Trials|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Repeated Outcomes|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Binary Outcomes|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Posterior Inference|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Monte Carlo Algorithm|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Simulation Studies|Topic|DISCUSSES
26|A Latent Gaussian Process Model With Application To Monitoring Clinical Trials|Paper|Case Study|Topic|DISCUSSES
27|Clinical Trial Site Matching With Improved Diversity Using Fair Policy Learning|Paper|Clinical Trials|Topic|DISCUSSES
27|Clinical Trial Site Matching With Improved Diversity Using Fair Policy Learning|Paper|Diversity And Inclusion|Topic|DISCUSSES
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Hvtn 702|Topic|DISCUSSES
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Hvtn 705|Topic|DISCUSSES
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Hvtn 703/Hptn 081|Topic|DISCUSSES
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Hvtn 704/Hptn 085|Topic|DISCUSSES
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Hiv-1 Infection|Topic|RELATED_TO
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Sequel Efficacy Trials|Topic|RELATED_TO
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Correlates Of Protection|Topic|RELATED_TO
28|Ongoing Vaccine And Monoclonal Antibody Hiv Prevention Efficacy Trials And Considerations For Sequel Efficacy Trial Designs|Paper|Monoclonal Antibody Trials|Topic|RELATED_TO
29|Adaptive Immune System|Topic|B- And T-Cell Receptors|Topic|RELATED_TO
29|Human Immune System|Topic|Immunoengineers|Topic|RELATED_TO
29|Quantitative Resolution|Topic|Immunotherapy|Topic|RELATED_TO
29|Quantitative Resolution|Topic|Autoimmunity|Topic|RELATED_TO
29|Quantitative Resolution|Topic|Vaccine Design|Topic|RELATED_TO
29|Immunoengineers|Topic|Biopharmaceutical Drugs|Topic|RELATED_TO
29|Immunoengineers|Topic|Immunological Phenomena|Topic|RELATED_TO
29|Computational Immunology|Topic|Immunological Phenomena|Topic|RELATED_TO
29|Alex J. Brown|Author|Biopharmaceutical Drugs|Topic|AUTHORED
29|Igor Snapkov|Author|Biopharmaceutical Drugs|Topic|AUTHORED
29|Rahmad Akbar|Author|Biopharmaceutical Drugs|Topic|AUTHORED
29|Enkelejda Miho|Author|Biopharmaceutical Drugs|Topic|AUTHORED
29|Geir K. Sandve|Author|Biopharmaceutical Drugs|Topic|AUTHORED
29|Victor Greiff|Author|Biopharmaceutical Drugs|Topic|AUTHORED
30|Competing Risks Model|Topic|Non-Inferiority Clinical Trials|Topic|RELATED_TO
30|Non-Inferiority Clinical Trials|Topic|Parpia Et Al.|Author|DISCUSSES
30|Parpia Et Al.|Author|Proportional Sub-Distribution Hazard Model|Topic|DISCUSSES
30|Sample Size Formula|Topic|Non-Inferiority Clinical Trials|Topic|RELATED_TO
30|Sub-Distribution Hazard Ratio|Topic|Sample Size Formula|Topic|RELATED_TO
30|Weibull Distribution|Topic|Non-Inferiority Clinical Trials|Topic|RELATED_TO
30|Dong Han|Author|Sample Size Formula|Topic|AUTHORED
30|Zheng Chen|Author|Sample Size Formula|Topic|AUTHORED
30|Yawen Hou|Author|Sample Size Formula|Topic|AUTHORED
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Clinical Trial|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Knowledge Graph|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Neural Embeddings|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Kge Methods|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Clinical Trials Data|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Clinicaltrials.Gov|Topic|RELATED_TO
31|Clinical Trial Recommendations Using Semantics-Based Inductive Inference And Knowledge Graph Embeddings|Paper|Recommendations|Topic|RELATED_TO
32|Matchminer-Ai|Topic|Ethan Cerami|Author|AUTHORED
32|Matchminer-Ai|Topic|Pavel Trukhanov|Author|AUTHORED
32|Matchminer-Ai|Topic|Morgan A. Paul|Author|AUTHORED
32|Matchminer-Ai|Topic|Michael J. Hassett|Author|AUTHORED
32|Matchminer-Ai|Topic|Irbaz B. Riaz|Author|AUTHORED
32|Matchminer-Ai|Topic|James Lindsay|Author|AUTHORED
32|Matchminer-Ai|Topic|Emily Mallaber|Author|AUTHORED
32|Matchminer-Ai|Topic|Harry Klein|Author|AUTHORED
32|Matchminer-Ai|Topic|Gufran Gungor|Author|AUTHORED
32|Matchminer-Ai|Topic|Matthew Galvin|Author|AUTHORED
32|Matchminer-Ai|Topic|Stephen C. Van Nostrand|Author|AUTHORED
32|Matchminer-Ai|Topic|Joyce Yu|Author|AUTHORED
32|Matchminer-Ai|Topic|Tali Mazor|Author|AUTHORED
32|Matchminer-Ai|Topic|Kenneth L. Kehl|Author|AUTHORED
33|Trialdura|Paper|Ling Yue|Author|AUTHORED
33|Trialdura|Paper|Jonathan Li|Author|AUTHORED
33|Trialdura|Paper|Sixue Xing|Author|AUTHORED
33|Trialdura|Paper|Md Zabirul Islam|Author|AUTHORED
33|Trialdura|Paper|Bolun Xia|Author|AUTHORED
33|Trialdura|Paper|Tianfan Fu|Author|AUTHORED
33|Trialdura|Paper|Jintai Chen|Author|AUTHORED
34|Clinical Trials|Topic|Adaptive Clinical Trials|Topic|RELATED_TO
34|Adaptive Clinical Trials|Topic|Bayesian Framework|Topic|RELATED_TO
34|Bayesian Framework|Topic|Gastroenteritis Vaccine Trial|Paper|DISCUSSES
34|Gastroenteritis Vaccine Trial|Paper|James M. Mcgree|Author|AUTHORED
34|Gastroenteritis Vaccine Trial|Paper|Antony M. Overstall|Author|AUTHORED
34|Gastroenteritis Vaccine Trial|Paper|Mark Jones|Author|AUTHORED
34|Gastroenteritis Vaccine Trial|Paper|Robert K. Mahar|Author|AUTHORED
35|Trial Level General Surrogate|Topic|Bayesian Non-Parametric Modeling|Topic|RELATED_TO
35|Bayesian Non-Parametric Modeling|Topic|Pentavalent Rotavirus Vaccine|Topic|RELATED_TO
35|Erin E. Gabriel|Author|Trial Level General Surrogate|Topic|AUTHORED
35|Michael J. Daniels|Author|Trial Level General Surrogate|Topic|AUTHORED
35|M. Elizabeth Halloran|Author|Trial Level General Surrogate|Topic|AUTHORED
36|Spx|Topic|Rheumatoid Arthritis Clinical Trial|Topic|RELATED_TO
36|Daniel E. Schwartz|Author|Spx|Topic|AUTHORED
36|Yuan Ji|Author|Spx|Topic|AUTHORED
36|Li Wang|Author|Spx|Topic|AUTHORED
37|Adversity Index For Clinical Trials: An Inclusive Approach For Analysis Of Safety Data|Paper|Sharayu Paranjpe|Author|AUTHORED
37|Adversity Index For Clinical Trials: An Inclusive Approach For Analysis Of Safety Data|Paper|Anil Gore|Author|AUTHORED
38|Self-Centered Model|Topic|Adaptive Immune System|Topic|RELATED_TO
38|Classical Nonself-Centered Model|Topic|Adaptive Immune System|Topic|RELATED_TO
38|Humoral Immunity|Topic|Adaptive Immune System|Topic|RELATED_TO
38|Mistimm|Paper|Tamás Szabados|Author|AUTHORED
38|Mistimm|Paper|Csaba Kerepesi|Author|AUTHORED
38|Mistimm|Paper|Tibor Bakács|Author|AUTHORED
