docid|source|sourcetype|target|targettype|type
19|Ct-Bert|Topic|Natural Language Processing (Nlp) Of Clinical Trial Documents|Topic|RELATED_TO
19|Ct-Bert|Topic|Named Entity Recognition (Ner) Models|Topic|RELATED_TO
19|Ct-Bert|Topic|Eligibility Criteria Entities|Topic|RELATED_TO
19|Ct-Bert|Topic|Attention-Based Bilstm|Topic|RELATED_TO
19|Ct-Bert|Topic|Criteria2Query|Topic|RELATED_TO
19|Xiong Liu|Author|Ct-Bert|Topic|AUTHORED
19|Greg L. Hersch|Author|Ct-Bert|Topic|AUTHORED
19|Iya Khalil|Author|Ct-Bert|Topic|AUTHORED
19|Murthy Devarakonda|Author|Ct-Bert|Topic|AUTHORED
19|Ct-Bert|Topic|Clinical Trial Nlp|Topic|RELATED_TO
